,sentiment,Text,Polarity,Subjectivity,Tokens,vander_positive,vander_negative,vsentiment,afn_score,afn_sentiment
10,1,know cactus tequila just unique combination ingredients flavour this sauce makes kind picked bottle once trip were brought back home with were totally blown away when realized that simply couldn find anywhere city were bummed because magic internet have case sauce ecstatic because love sauce mean really love sauce want sauce that tastelessly burns your throat grab bottle tequila picante gourmet inclan just realize that once taste will never want other sauce thank personal incredible service,0.1798076923076923,0.6438186813186813,"['know', 'cactus', 'tequila', 'unique', 'combination', 'ingredients', 'flavour', 'sauce', 'makes', 'kind', 'picked', 'bottle', 'trip', 'brought', 'back', 'home', 'totally', 'blown', 'away', 'realized', 'simply', 'find', 'anywhere', 'city', 'bummed', 'magic', 'internet', 'case', 'sauce', 'ecstatic', 'love', 'sauce', 'mean', 'really', 'love', 'sauce', 'want', 'sauce', 'tastelessly', 'burns', 'throat', 'grab', 'bottle', 'tequila', 'picante', 'gourmet', 'inclan', 'realize', 'taste', 'never', 'want', 'sauce', 'thank', 'personal', 'incredible', 'service']",21.7,1.4000000000000001,Positive,16.0,Positive
11,1,boys needed lose some weight other didn this food floor chubby protein rich product food higher where only skinny jump higher food sits going stale they both really this food chubby been losing about ounce week,0.0642857142857143,0.5464285714285715,"['boys', 'needed', 'lose', 'weight', 'food', 'floor', 'chubby', 'protein', 'rich', 'product', 'food', 'higher', 'skinny', 'jump', 'higher', 'food', 'sits', 'going', 'stale', 'really', 'food', 'chubby', 'losing', 'ounce', 'week']",8.6,12.6,Negative,-1.0,Negative
12,0,cats have been happily eating felidae platinum more than years just shape food different they tried food when first their bowls bowls full kitties will touch food noticed similar reviews related formula changes past unfortunately need find food that cats will,0.12777777777777777,0.5592592592592592,"['cats', 'happily', 'eating', 'felidae', 'platinum', 'years', 'shape', 'food', 'different', 'tried', 'food', 'first', 'bowls', 'bowls', 'full', 'kitties', 'touch', 'food', 'noticed', 'similar', 'reviews', 'related', 'formula', 'changes', 'past', 'unfortunately', 'need', 'find', 'food', 'cats']",8.0,5.3,Positive,0.0,Neutral
13,0,good flavor these came securely packed they were fresh delicious love these twizzlers,0.5800000000000001,0.66,"['good', 'flavor', 'came', 'securely', 'packed', 'fresh', 'delicious', 'love', 'twizzlers']",66.0,0.0,Positive,10.0,Positive
14,1,strawberry twizzlers guilty pleasure yummy pounds will around while with,-0.5,1.0,"['strawberry', 'twizzlers', 'guilty', 'pleasure', 'yummy', 'pounds', 'around']",42.0,16.6,Positive,3.0,Positive
15,1,daughter loves twizzlers this shipment pounds really spot exactly what would expect packages strawberry twizzlers,0.225,0.225,"['daughter', 'loves', 'twizzlers', 'shipment', 'pounds', 'really', 'spot', 'exactly', 'would', 'expect', 'packages', 'strawberry', 'twizzlers']",20.9,0.0,Positive,3.0,Positive
16,0,love eating them they good watching looking movies sweet like transfer them lock baggie they stay fresh take time eating them,0.46249999999999997,0.5875,"['love', 'eating', 'good', 'watching', 'looking', 'movies', 'sweet', 'like', 'transfer', 'lock', 'baggie', 'stay', 'fresh', 'take', 'time', 'eating']",48.199999999999996,0.0,Positive,11.0,Positive
17,1,very satisfied with twizzler purchase shared these with others have enjoyed them will definitely ordering more,0.4125,0.675,"['satisfied', 'twizzler', 'purchase', 'shared', 'others', 'enjoyed', 'definitely', 'ordering']",48.9,0.0,Positive,5.0,Positive
18,1,twizzlers strawberry childhood favorite candy made lancaster pennsylvania candies oldest confectionery firms united states subsidiary hershey company company established young smylie they also make apple licorice twists green color blue raspberry licorice twists like them keep cool place because recommended fridge according guinness book records longest licorice twist ever made measured feet weighted pounds made candies this record breaking twist became guinness world record july this product kosher thank,0.15,0.49000000000000005,"['twizzlers', 'strawberry', 'childhood', 'favorite', 'candy', 'made', 'lancaster', 'pennsylvania', 'candies', 'oldest', 'confectionery', 'firms', 'united', 'states', 'subsidiary', 'hershey', 'company', 'company', 'established', 'young', 'smylie', 'also', 'make', 'apple', 'licorice', 'twists', 'green', 'color', 'blue', 'raspberry', 'licorice', 'twists', 'like', 'keep', 'cool', 'place', 'recommended', 'fridge', 'according', 'guinness', 'book', 'records', 'longest', 'licorice', 'twist', 'ever', 'made', 'measured', 'feet', 'weighted', 'pounds', 'made', 'candies', 'record', 'breaking', 'twist', 'became', 'guinness', 'world', 'record', 'july', 'product', 'kosher', 'thank']",19.1,0.0,Positive,10.0,Positive
19,1,candy delivered very fast purchased reasonable price home bound unable store this perfect,0.24,0.72,"['candy', 'delivered', 'fast', 'purchased', 'reasonable', 'price', 'home', 'bound', 'unable', 'store', 'perfect']",26.700000000000003,0.0,Positive,1.0,Positive
20,1,husband twizzlers addict bought these many times from amazon because government employees living overseas them country assigned they always been fresh tasty packed well arrive timely manner,0.4,0.5,"['husband', 'twizzlers', 'addict', 'bought', 'many', 'times', 'amazon', 'government', 'employees', 'living', 'overseas', 'country', 'assigned', 'always', 'fresh', 'tasty', 'packed', 'well', 'arrive', 'timely', 'manner']",20.3,0.0,Positive,1.0,Positive
21,1,bought these husband currently overseas loves these apparently staff likes them also there generous amounts twizzlers each ounce this well worth price href http amazon product gvisjm twizzlers strawberry ounce bags pack,0.11666666666666665,0.2833333333333333,"['bought', 'husband', 'currently', 'overseas', 'loves', 'apparently', 'staff', 'likes', 'also', 'generous', 'amounts', 'twizzlers', 'ounce', 'well', 'worth', 'price', 'href', 'http', 'amazon', 'product', 'gvisjm', 'twizzlers', 'strawberry', 'ounce', 'bags', 'pack']",37.8,0.0,Positive,9.0,Positive
22,1,remember buying this candy quality hasn dropped these years still superb product disappointed with,0.125,0.875,"['remember', 'buying', 'candy', 'quality', 'dropped', 'years', 'still', 'superb', 'product', 'disappointed']",21.4,16.1,Positive,4.0,Positive
23,1,love this candy after weight watchers back still have craving,0.25,0.3,"['love', 'candy', 'weight', 'watchers', 'back', 'still', 'craving']",31.8,0.0,Positive,3.0,Positive
24,1,have lived over miss twizzlers when back visit someone visits always stock sell these mexico will have faithful buyer more often than able them right,0.3214285714285714,0.4151785714285714,"['lived', 'miss', 'twizzlers', 'back', 'visit', 'someone', 'visits', 'always', 'stock', 'sell', 'mexico', 'faithful', 'buyer', 'often', 'able', 'right']",10.5,5.800000000000001,Positive,1.0,Positive
25,1,product received advertised href http amazon product gvisjm twizzlers strawberry ounce bags pack,0.0,0.0,"['product', 'received', 'advertised', 'href', 'http', 'amazon', 'product', 'gvisjm', 'twizzlers', 'strawberry', 'ounce', 'bags', 'pack']",12.4,0.0,Positive,0.0,Neutral
26,0,candy just flavor just plan chewy would never them again,0.0,0.0,"['candy', 'flavor', 'plan', 'chewy', 'would', 'never']",0.0,0.0,Neutral,0.0,Neutral
27,0,glad amazon carried these batteries have hard time finding them elsewhere because they such unique size need them garage door opener great deal price,0.27666666666666667,0.7583333333333333,"['glad', 'amazon', 'carried', 'batteries', 'hard', 'time', 'finding', 'elsewhere', 'unique', 'size', 'need', 'garage', 'door', 'opener', 'great', 'deal', 'price']",29.099999999999998,4.6,Positive,5.0,Positive
28,1,this diabetic needs watch sugar intake father simply chooses limit unnecessary sugar intake with sweet tooth they both loved these toffees would never guess that they sugar free great that them pretty much guilt free impressed that ordered some myself dark chocolate take office them instead snacking sugary sweets these just excellent,0.37916666666666665,0.7214285714285715,"['diabetic', 'needs', 'watch', 'sugar', 'intake', 'father', 'simply', 'chooses', 'limit', 'unnecessary', 'sugar', 'intake', 'sweet', 'tooth', 'loved', 'toffees', 'would', 'never', 'guess', 'sugar', 'free', 'great', 'pretty', 'much', 'guilt', 'free', 'impressed', 'ordered', 'dark', 'chocolate', 'take', 'office', 'instead', 'snacking', 'sugary', 'sweets', 'excellent']",41.099999999999994,2.8000000000000003,Positive,14.0,Positive
29,1,know cactus tequila just unique combination ingredients flavour this sauce makes kind picked bottle once trip were brought back home with were totally blown away when realized that simply couldn find anywhere city were bummed because magic internet have case sauce ecstatic because love sauce mean really love sauce want sauce that tastelessly burns your throat grab bottle tequila picante gourmet inclan just realize that once taste will never want other sauce thank personal incredible service,0.1798076923076923,0.6438186813186813,"['know', 'cactus', 'tequila', 'unique', 'combination', 'ingredients', 'flavour', 'sauce', 'makes', 'kind', 'picked', 'bottle', 'trip', 'brought', 'back', 'home', 'totally', 'blown', 'away', 'realized', 'simply', 'find', 'anywhere', 'city', 'bummed', 'magic', 'internet', 'case', 'sauce', 'ecstatic', 'love', 'sauce', 'mean', 'really', 'love', 'sauce', 'want', 'sauce', 'tastelessly', 'burns', 'throat', 'grab', 'bottle', 'tequila', 'picante', 'gourmet', 'inclan', 'realize', 'taste', 'never', 'want', 'sauce', 'thank', 'personal', 'incredible', 'service']",21.7,1.4000000000000001,Positive,16.0,Positive
30,1,have never been huge coffee however mother purchased this little machine talked into trying latte macciato coffee shop better like most other products usually coffee drinker little dolche guesto machine super easy prepares really good coffee latte cappuccino less than minute water heated would recommend dolce gusto anyone good price getting myself,0.22083333333333333,0.5243055555555555,"['never', 'huge', 'coffee', 'however', 'mother', 'purchased', 'little', 'machine', 'talked', 'trying', 'latte', 'macciato', 'coffee', 'shop', 'better', 'like', 'products', 'usually', 'coffee', 'drinker', 'little', 'dolche', 'guesto', 'machine', 'super', 'easy', 'prepares', 'really', 'good', 'coffee', 'latte', 'cappuccino', 'less', 'minute', 'water', 'heated', 'would', 'recommend', 'dolce', 'gusto', 'anyone', 'good', 'price', 'getting']",31.1,2.9000000000000004,Positive,17.0,Positive
31,1,this offer great price great taste thanks amazon selling this product staral,0.6,0.5666666666666667,"['offer', 'great', 'price', 'great', 'taste', 'thanks', 'amazon', 'selling', 'product', 'staral']",61.5,0.0,Positive,8.0,Positive
32,0,mccann instant oatmeal great must have your oatmeal only scrape together three minutes prepare there escaping fact however that even best instant oatmeal nowhere near good even store brand oatmeal requiring stovetop preparation still mccann good gets instant oatmeal even better than organic natural brands have tried varieties mccann variety pack taste good prepared microwave adding boiling water convenient extreme when time issue mccann actual cane sugar instead high fructose corn syrup helped decide this product real sugar tastes better harmful other stuff thing like though mccann thickeners oats plus water plus heat should make creamy tasty oatmeal without need guar this convenience product maybe guar after sitting bowl while instant mccann becomes thick gluey,0.21476190476190476,0.5526984126984127,"['mccann', 'instant', 'oatmeal', 'great', 'must', 'oatmeal', 'scrape', 'together', 'three', 'minutes', 'prepare', 'escaping', 'fact', 'however', 'even', 'best', 'instant', 'oatmeal', 'nowhere', 'near', 'good', 'even', 'store', 'brand', 'oatmeal', 'requiring', 'stovetop', 'preparation', 'still', 'mccann', 'good', 'gets', 'instant', 'oatmeal', 'even', 'better', 'organic', 'natural', 'brands', 'tried', 'varieties', 'mccann', 'variety', 'pack', 'taste', 'good', 'prepared', 'microwave', 'adding', 'boiling', 'water', 'convenient', 'extreme', 'time', 'issue', 'mccann', 'actual', 'cane', 'sugar', 'instead', 'high', 'fructose', 'corn', 'syrup', 'helped', 'decide', 'product', 'real', 'sugar', 'tastes', 'better', 'harmful', 'stuff', 'thing', 'like', 'though', 'mccann', 'thickeners', 'oats', 'plus', 'water', 'plus', 'heat', 'make', 'creamy', 'tasty', 'oatmeal', 'without', 'need', 'guar', 'convenience', 'product', 'maybe', 'guar', 'sitting', 'bowl', 'instant', 'mccann', 'becomes', 'thick', 'gluey']",20.8,1.7999999999999998,Positive,20.0,Positive
33,0,this good instant oatmeal from best oatmeal brand uses cane sugar instead high fructouse corn syrup only does have better sweetness some doctors that this form sugar better great cold morning when have time make mccann steel oats apple cinnamon best maple brown sugar regular good plus they require doctoring actually tell three flavors apart,0.3661538461538462,0.5333530571992109,"['good', 'instant', 'oatmeal', 'best', 'oatmeal', 'brand', 'uses', 'cane', 'sugar', 'instead', 'high', 'fructouse', 'corn', 'syrup', 'better', 'sweetness', 'doctors', 'form', 'sugar', 'better', 'great', 'cold', 'morning', 'time', 'make', 'mccann', 'steel', 'oats', 'apple', 'cinnamon', 'best', 'maple', 'brown', 'sugar', 'regular', 'good', 'plus', 'require', 'doctoring', 'actually', 'tell', 'three', 'flavors', 'apart']",36.7,0.0,Positive,19.0,Positive
34,1,instant oatmeal become soggy minute water hits bowl mccann instant oatmeal holds texture excellent flavor good same time mccann regular meal excellent take longer prepare than most have time morning this best instant brand ever eaten very close second instant variety mccann instant irish oatmeal variety pack regular apples cinnamon maple brown sugar count boxes pack,0.275,0.45701121794871796,"['instant', 'oatmeal', 'become', 'soggy', 'minute', 'water', 'hits', 'bowl', 'mccann', 'instant', 'oatmeal', 'holds', 'texture', 'excellent', 'flavor', 'good', 'time', 'mccann', 'regular', 'meal', 'excellent', 'take', 'longer', 'prepare', 'time', 'morning', 'best', 'instant', 'brand', 'ever', 'eaten', 'close', 'second', 'instant', 'variety', 'mccann', 'instant', 'irish', 'oatmeal', 'variety', 'pack', 'regular', 'apples', 'cinnamon', 'maple', 'brown', 'sugar', 'count', 'boxes', 'pack']",22.7,0.0,Positive,12.0,Positive
35,0,mccann instant irish oatmeal variety pack regular apples cinnamon maple brown sugar count boxes pack mccann steel oats thought give instant variety found hardy meal sweet great folks like post bariatric surgery need food that palatable easily digestible with fiber make bloat,0.2261904761904762,0.5205128205128206,"['mccann', 'instant', 'irish', 'oatmeal', 'variety', 'pack', 'regular', 'apples', 'cinnamon', 'maple', 'brown', 'sugar', 'count', 'boxes', 'pack', 'mccann', 'steel', 'oats', 'thought', 'give', 'instant', 'variety', 'found', 'hardy', 'meal', 'sweet', 'great', 'folks', 'like', 'post', 'bariatric', 'surgery', 'need', 'food', 'palatable', 'easily', 'digestible', 'fiber', 'make', 'bloat']",32.5,0.0,Positive,9.0,Positive
36,1,those with celiac disease this product lifesaver what could better than getting almost half price grocery health food store love mccann instant oatmeal flavors thanks abby,0.2066666666666667,0.42666666666666664,"['celiac', 'disease', 'product', 'lifesaver', 'could', 'better', 'getting', 'almost', 'half', 'price', 'grocery', 'health', 'food', 'store', 'love', 'mccann', 'instant', 'oatmeal', 'flavors', 'thanks', 'abby']",38.5,0.0,Positive,10.0,Positive
37,1,what else need know oatmeal instant make with half milk raisins nuke seconds more expensive than kroger store brand oatmeal maybe little tastier better texture something still just oatmeal convenient,0.024305555555555563,0.5055555555555555,"['else', 'need', 'know', 'oatmeal', 'instant', 'make', 'half', 'milk', 'raisins', 'nuke', 'seconds', 'expensive', 'kroger', 'store', 'brand', 'oatmeal', 'maybe', 'little', 'tastier', 'better', 'texture', 'something', 'still', 'oatmeal', 'convenient']",8.3,0.0,Positive,2.0,Positive
38,0,visiting friend nate other morning coffee came storage room with packet mccanns instant irish oatmeal suggested that stash sometimes nate dose give chance ended trying apple cinn found very tastefull when made with water powdered milk goes good with coffee slice toast your ready take world least jerry reith,0.0964285714285714,0.4059523809523809,"['visiting', 'friend', 'nate', 'morning', 'coffee', 'came', 'storage', 'room', 'packet', 'mccanns', 'instant', 'irish', 'oatmeal', 'suggested', 'stash', 'sometimes', 'nate', 'dose', 'give', 'chance', 'ended', 'trying', 'apple', 'cinn', 'found', 'tastefull', 'made', 'water', 'powdered', 'milk', 'goes', 'good', 'coffee', 'slice', 'toast', 'ready', 'take', 'world', 'least', 'jerry', 'reith']",19.1,0.0,Positive,6.0,Positive
39,1,ordered this wife reccomended daughter this almost every morning likes flavors happy happy href http amazon product mccann instant irish oatmeal variety pack regular apples cinnamon maple brown sugar count boxes pack,0.32,0.5487179487179488,"['ordered', 'wife', 'reccomended', 'daughter', 'almost', 'every', 'morning', 'likes', 'flavors', 'happy', 'happy', 'href', 'http', 'amazon', 'product', 'mccann', 'instant', 'irish', 'oatmeal', 'variety', 'pack', 'regular', 'apples', 'cinnamon', 'maple', 'brown', 'sugar', 'count', 'boxes', 'pack']",29.4,0.0,Positive,8.0,Positive
40,1,variety packs taste great have them every morning cents meal understand everyone earth buying this stuff maple brown sugar terrific followed apples cinnamon followed regular tired same thing they taste great just boil water from small empty packet bowl pour boiling water watch expand size taste really good takes minutes prepare sure everyone earth this convenient healthy very quick excellent quality extremely cheap,0.31309523809523815,0.6172008547008546,"['variety', 'packs', 'taste', 'great', 'every', 'morning', 'cents', 'meal', 'understand', 'everyone', 'earth', 'buying', 'stuff', 'maple', 'brown', 'sugar', 'terrific', 'followed', 'apples', 'cinnamon', 'followed', 'regular', 'tired', 'thing', 'taste', 'great', 'boil', 'water', 'small', 'empty', 'packet', 'bowl', 'pour', 'boiling', 'water', 'watch', 'expand', 'size', 'taste', 'really', 'good', 'takes', 'minutes', 'prepare', 'sure', 'everyone', 'earth', 'convenient', 'healthy', 'quick', 'excellent', 'quality', 'extremely', 'cheap']",30.9,5.6000000000000005,Positive,18.0,Positive
41,1,mccann makes oatmeal every oatmeal connoisseur whether likes from pellet state that cooks half hour sloth addled instant which done microwave under three minutes good that sure beauty instant variety that available different flavors well regular this variety pack allows different tastes explored well giving chance experience difference between mccann other well known oatmeals what personally like about mccann that cooks thicker with more body than brand here america apples cinnamon though tends little liquidy want experiment with amount water watt microwave oatmeal cooks about minute twenty seven seconds should also watch that handle much time water only thing consider thing about this offering that have with count boxes this good have whole family oatmeal eaters single person alone well love oatmeal,0.13413690476190476,0.5094215506715505,"['mccann', 'makes', 'oatmeal', 'every', 'oatmeal', 'connoisseur', 'whether', 'likes', 'pellet', 'state', 'cooks', 'half', 'hour', 'sloth', 'addled', 'instant', 'done', 'microwave', 'three', 'minutes', 'good', 'sure', 'beauty', 'instant', 'variety', 'available', 'different', 'flavors', 'well', 'regular', 'variety', 'pack', 'allows', 'different', 'tastes', 'explored', 'well', 'giving', 'chance', 'experience', 'difference', 'mccann', 'well', 'known', 'oatmeals', 'personally', 'like', 'mccann', 'cooks', 'thicker', 'body', 'brand', 'america', 'apples', 'cinnamon', 'though', 'tends', 'little', 'liquidy', 'want', 'experiment', 'amount', 'water', 'watt', 'microwave', 'oatmeal', 'cooks', 'minute', 'twenty', 'seven', 'seconds', 'also', 'watch', 'handle', 'much', 'time', 'water', 'thing', 'consider', 'thing', 'offering', 'count', 'boxes', 'good', 'whole', 'family', 'oatmeal', 'eaters', 'single', 'person', 'alone', 'well', 'love', 'oatmeal']",24.7,1.4000000000000001,Positive,17.0,Positive
42,1,have mccann oatmeal every morning ordering from amazon able save almost great product tastes great very healthy,0.6875,0.69375,"['mccann', 'oatmeal', 'every', 'morning', 'ordering', 'amazon', 'able', 'save', 'almost', 'great', 'product', 'tastes', 'great', 'healthy']",56.8,0.0,Positive,10.0,Positive
43,1,mccann oatmeal good quality choice favorite apples cinnamon find that none these overly sugary good breakfast minutes this excellent,0.725,0.8,"['mccann', 'oatmeal', 'good', 'quality', 'choice', 'favorite', 'apples', 'cinnamon', 'find', 'none', 'overly', 'sugary', 'good', 'breakfast', 'minutes', 'excellent']",46.800000000000004,0.0,Positive,13.0,Positive
44,1,really like mccann steel oats find cook often this tastes much better than grocery store brands just convenient anything that keeps eating oatmeal regularly good thing,0.4666666666666666,0.43333333333333335,"['really', 'like', 'mccann', 'steel', 'oats', 'find', 'cook', 'often', 'tastes', 'much', 'better', 'grocery', 'store', 'brands', 'convenient', 'anything', 'keeps', 'eating', 'oatmeal', 'regularly', 'good', 'thing']",27.200000000000003,0.0,Positive,7.0,Positive
45,0,this seems little more wholesome than some supermarket brands somewhat mushy doesn have quite much flavor either didn pass muster with kids probably again,0.1708333333333333,0.39999999999999997,"['seems', 'little', 'wholesome', 'supermarket', 'brands', 'somewhat', 'mushy', 'quite', 'much', 'flavor', 'either', 'pass', 'muster', 'kids', 'probably']",0.0,0.0,Neutral,0.0,Neutral
46,1,good oatmeal like apple cinnamon best though wouldn follow directions package since always comes soupy taste that could just since like oatmeal really thick some milk,0.4666666666666666,0.4583333333333333,"['good', 'oatmeal', 'like', 'apple', 'cinnamon', 'best', 'though', 'follow', 'directions', 'package', 'since', 'always', 'comes', 'soupy', 'taste', 'could', 'since', 'like', 'oatmeal', 'really', 'thick', 'milk']",35.5,0.0,Positive,10.0,Positive
47,0,flavors good however differce between this oaker oats brand they both mushy,0.7,0.6000000000000001,"['flavors', 'good', 'however', 'differce', 'oaker', 'oats', 'brand', 'mushy']",20.9,0.0,Positive,3.0,Positive
48,0,really like maple brown sugar flavor regular fine with brown sugar added apples cinnamon flavor this very quick easy satisfying breakfast order this brand again variety maple brown sugar,0.33055555555555555,0.5433760683760683,"['really', 'like', 'maple', 'brown', 'sugar', 'flavor', 'regular', 'fine', 'brown', 'sugar', 'added', 'apples', 'cinnamon', 'flavor', 'quick', 'easy', 'satisfying', 'breakfast', 'order', 'brand', 'variety', 'maple', 'brown', 'sugar']",30.599999999999998,0.0,Positive,5.0,Positive
49,0,this same stuff stores there nothing healthy about just carbs sugars save your money something that least some taste,0.06666666666666667,0.3416666666666666,"['stuff', 'stores', 'nothing', 'healthy', 'carbs', 'sugars', 'save', 'money', 'something', 'least', 'taste']",14.2,10.100000000000001,Positive,4.0,Positive
50,0,this oatmeal good mushy soft like quaker oats,0.39999999999999997,0.47500000000000003,"['oatmeal', 'good', 'mushy', 'soft', 'like', 'quaker', 'oats']",47.4,0.0,Positive,5.0,Positive
51,1,free package these with bottle bloody mary bought from seller advertising worked tried them shared them with buddies loved them here more noticed there were reviews well there they burn your mouth forever nice temp perfect,0.39999999999999997,0.8333333333333334,"['free', 'package', 'bottle', 'bloody', 'mary', 'bought', 'seller', 'advertising', 'worked', 'tried', 'shared', 'buddies', 'loved', 'noticed', 'reviews', 'well', 'burn', 'mouth', 'forever', 'nice', 'temp', 'perfect']",36.3,5.800000000000001,Positive,8.0,Positive
52,0,this wasn stock last time looked vermont country store weston find along with harp cranberry horseradish sauce fartless black bean salsa apple cider jelly newton cradle motion staple vermont maple syrup back kickin peanuts they they will activate perspiration glands behind your ears under your arms requires beverage advertised glass very cold milk kleenex since will make your nose they look like ordinary peanuts which already giving ideas work suspect that some people have been hitting goodies absence especially colleague greg going take this work earliest opportunity empty contents this into ordinary planters peanuts then whose crying whose nose running when return should shaken ensure spices evenly distributed important wash your hands after consumption touch eyes nuts over these kickin peanuts sharing peanuts deliberately probably give greg harp christmas insulted,-0.14659722222222224,0.525,"['stock', 'last', 'time', 'looked', 'vermont', 'country', 'store', 'weston', 'find', 'along', 'harp', 'cranberry', 'horseradish', 'sauce', 'fartless', 'black', 'bean', 'salsa', 'apple', 'cider', 'jelly', 'newton', 'cradle', 'motion', 'staple', 'vermont', 'maple', 'syrup', 'back', 'kickin', 'peanuts', 'activate', 'perspiration', 'glands', 'behind', 'ears', 'arms', 'requires', 'beverage', 'advertised', 'glass', 'cold', 'milk', 'kleenex', 'since', 'make', 'nose', 'look', 'like', 'ordinary', 'peanuts', 'already', 'giving', 'ideas', 'work', 'suspect', 'people', 'hitting', 'goodies', 'absence', 'especially', 'colleague', 'greg', 'going', 'take', 'work', 'earliest', 'opportunity', 'empty', 'contents', 'ordinary', 'planters', 'peanuts', 'whose', 'crying', 'whose', 'nose', 'running', 'return', 'shaken', 'ensure', 'spices', 'evenly', 'distributed', 'important', 'wash', 'hands', 'consumption', 'touch', 'eyes', 'nuts', 'kickin', 'peanuts', 'sharing', 'peanuts', 'deliberately', 'probably', 'give', 'greg', 'harp', 'christmas', 'insulted']",10.100000000000001,9.5,Positive,-2.0,Negative
53,0,used spicy foods down here south texas these spicy doubt very much habanero used could take notch,0.05222222222222221,0.2744444444444445,"['used', 'spicy', 'foods', 'south', 'texas', 'spicy', 'doubt', 'much', 'habanero', 'used', 'could', 'take', 'notch']",0.0,13.5,Negative,-1.0,Negative
